"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.183083834E0,1.332229614E-2,-2.829116821E-2,9.887538757E0,9.887588207E0
3.193120833E0,2.395019531E-2,7.484436035E-4,9.918075256E0,9.918104202E0
3.203156834E0,9.639953613E-2,-1.886077881E-2,9.804461517E0,9.804953556E0
3.213192834E0,4.819976807E-2,4.161346436E-2,1.042028091E1,1.042047548E1
3.223229834E0,7.185058594E-3,9.939331055E-2,1.118608841E1,1.118653228E1
3.233265834E0,3.876937866E-2,1.432521057E-1,1.169368286E1,1.169462454E1
3.243302833E0,4.131408691E-2,1.511856079E-1,1.228136078E1,1.228236079E1
3.253338833E0,-1.137634277E-2,1.794767761E-1,1.295466064E1,1.295590884E1
3.263374833E0,3.861968994E-2,1.667532349E-1,1.287951691E1,1.288065425E1
3.273411834E0,7.319778442E-2,1.625619507E-1,1.275482620E1,1.275607211E1
3.283447834E0,4.984634399E-2,1.035845947E-1,1.351105362E1,1.351154263E1
3.293484834E0,7.409591675E-2,1.053808594E-1,1.407897263E1,1.407956198E1
3.303520834E0,1.149609375E-1,1.014889526E-1,1.399589539E1,1.399673546E1
3.313556834E0,1.181044006E-1,7.873626709E-2,1.367151993E1,1.367225677E1
3.323593833E0,9.415420532E-2,6.616241455E-2,1.407253601E1,1.407300651E1
3.333629834E0,1.571731567E-2,5.254074097E-2,1.450917801E1,1.450928165E1
3.343666834E0,2.320175171E-2,3.817062378E-2,1.479882568E1,1.479889310E1
3.353702834E0,9.041198730E-2,5.104385376E-2,1.455647964E1,1.455684992E1
3.363738834E0,1.308279419E-1,2.829116821E-2,1.427985489E1,1.428048220E1
3.373775833E0,1.053808594E-1,-2.978805542E-2,1.410352158E1,1.410394673E1
3.383811833E0,1.166075134E-1,-1.062789917E-1,1.359038864E1,1.359130442E1
3.393848834E0,8.038284302E-2,-1.252894592E-1,1.370654709E1,1.370735540E1
3.403884834E0,2.245330811E-2,-1.004411316E-1,1.415067352E1,1.415104780E1
3.413920834E0,5.298980713E-2,-1.453477478E-1,1.380339569E1,1.380426262E1
3.423957834E0,9.849517822E-2,-1.225950623E-1,1.263342865E1,1.263440740E1
3.433993834E0,5.134323120E-2,-8.098159790E-2,1.242730728E1,1.242767719E1
3.444030833E0,4.595443726E-2,-4.445755005E-2,1.205862396E1,1.205879348E1
3.454066833E0,4.221221924E-2,-4.041595459E-3,1.178514267E1,1.178521896E1
3.464102834E0,7.604187012E-2,9.729766846E-3,1.127530289E1,1.127556350E1
3.474139834E0,1.199006653E-1,-6.436614990E-3,1.064002396E1,1.064070145E1
3.484175834E0,7.185058594E-2,1.257385254E-2,1.029888336E1,1.029914167E1
3.494212834E0,-5.089416504E-3,9.131011963E-3,9.839338989E0,9.839344542E0
3.504248833E0,-4.281097412E-2,3.098556519E-2,9.485624542E0,9.485771758E0
3.514285834E0,-1.152603149E-2,-5.538482666E-3,9.423054657E0,9.423063334E0
3.524321834E0,7.634124756E-3,-8.981323242E-3,8.981472931E0,8.981480666E0
3.534357834E0,4.834945679E-2,-1.496887207E-2,7.843239899E0,7.843403206E0
3.544394834E0,7.334747314E-2,-2.125579834E-2,7.058721313E0,7.059134383E0
3.554430834E0,2.649490356E-2,-2.095642090E-2,7.123985596E0,7.124065687E0
3.564467833E0,-1.466949463E-2,4.790039062E-3,7.042704620E0,7.042721527E0
3.574503833E0,-1.092727661E-2,1.017883301E-2,6.836283875E0,6.836300186E0
3.584539833E0,7.634124756E-3,3.562591553E-2,6.489455109E0,6.489557388E0
3.594576834E0,3.218307495E-2,2.978805542E-2,6.008954315E0,6.009114331E0
3.604612834E0,4.430786133E-2,-1.496887207E-4,5.503006439E0,5.503184812E0
3.614649834E0,-8.681945801E-3,-2.424957275E-2,5.434449005E0,5.434510043E0
3.624685834E0,-2.619552612E-2,-3.936813354E-2,5.791007538E0,5.791200597E0
3.634721833E0,2.903961182E-2,-1.960922241E-2,5.785768433E0,5.785874539E0
3.644758834E0,4.849914551E-2,-5.373825073E-2,5.407355347E0,5.407839847E0
3.654794834E0,5.254074097E-2,-7.319778442E-2,5.001998291E0,5.002809745E0
3.664831834E0,6.780899048E-2,-7.858657837E-2,5.360502777E0,5.361507618E0
3.674867834E0,-0.000000000E0,-4.894821167E-2,5.840554504E0,5.840759612E0
3.684903834E0,-4.730163574E-2,-2.963836670E-2,6.502927094E0,6.503166664E0
3.694940833E0,-4.161346436E-2,4.340972900E-3,6.720275116E0,6.720405357E0
3.704976833E0,2.095642090E-2,-1.960922241E-2,6.654262390E0,6.654324282E0
3.715013834E0,4.415817261E-2,-1.511856079E-2,6.588848419E0,6.589013735E0
3.725049834E0,7.304809570E-2,-4.266128540E-2,6.540498962E0,6.541045993E0
3.735086834E0,2.335144043E-2,-4.640350342E-2,7.361990662E0,7.362173937E0
3.745122834E0,-2.155517578E-2,-5.059478760E-2,8.487949219E0,8.488127379E0
3.755158834E0,1.781295776E-2,-1.179547119E-1,8.721763000E0,8.722578773E0
3.765195834E0,6.556365967E-2,-1.685494995E-1,8.456215210E0,8.458148923E0
3.775231834E0,4.460723877E-2,-1.463955688E-1,9.128317566E0,9.129600377E0
3.785268834E0,4.670288086E-2,-1.486408997E-1,9.815837860E0,9.817074318E0
3.795304834E0,2.170486450E-2,-1.423539734E-1,1.056981995E1,1.057080080E1
3.805340834E0,2.095642090E-3,-1.395098877E-1,1.116528168E1,1.116615343E1
3.815377833E0,4.790039063E-2,-1.140628052E-1,1.136541550E1,1.136608878E1
3.825413833E0,1.107696533E-1,-1.040336609E-1,1.136930740E1,1.137032294E1
3.835450834E0,9.969268799E-2,-8.202941895E-2,1.156135803E1,1.156207884E1
3.845486834E0,4.550537109E-2,-3.996688843E-2,1.238763977E1,1.238778782E1
3.855522834E0,-2.050735474E-2,-3.113525391E-2,1.361703323E1,1.361708427E1
3.865559834E0,-3.802093506E-2,-1.901046753E-2,1.404289764E1,1.404296198E1
3.875595834E0,4.894821167E-2,1.496887207E-2,1.343052109E1,1.343061863E1
3.885632833E0,1.357676697E-1,3.248245239E-2,1.315898575E1,1.315972621E1
3.895669209E0,1.184037781E-1,5.942642212E-2,1.381327515E1,1.381391042E1
3.905705209E0,8.951385498E-2,1.019380188E-1,1.414932632E1,1.414997666E1
3.915742208E0,8.098159790E-2,1.502874756E-1,1.442190948E1,1.442291987E1
3.925778208E0,6.556365967E-2,2.037263489E-1,1.442654984E1,1.442813720E1
3.935815209E0,1.047821045E-1,1.930984497E-1,1.419378387E1,1.419548403E1
3.945851209E0,9.340576172E-2,1.865121460E-1,1.400861893E1,1.401017186E1
3.955887209E0,4.311035156E-2,1.731898499E-1,1.413510590E1,1.413623259E1
3.965924209E0,2.170486450E-2,1.645079041E-1,1.460243408E1,1.460337684E1
3.975960209E0,7.319778442E-2,1.459465027E-1,1.431802551E1,1.431895642E1
3.985997208E0,1.231938171E-1,9.939331055E-2,1.343950241E1,1.344043455E1
3.996033208E0,1.607656860E-1,3.996688843E-2,1.271800278E1,1.271908163E1
4.006070209E0,7.978408813E-2,5.478607178E-2,1.317739746E1,1.317775288E1
4.016106209E0,-9.430389404E-3,6.107299805E-2,1.330553101E1,1.330567451E1
4.026142209E0,-7.783813477E-3,5.568420410E-2,1.303234909E1,1.303247038E1
4.036179209E0,6.137237549E-2,4.340972900E-2,1.216355576E1,1.216378804E1
4.046215208E0,9.400451660E-2,5.418731689E-2,1.138233032E1,1.138284748E1
4.056252209E0,8.652008057E-2,4.864883423E-2,1.075378738E1,1.075424547E1
4.066288209E0,6.346801758E-2,2.679428101E-2,1.030307465E1,1.030330497E1
4.076324209E0,8.532257080E-3,-7.484436035E-3,1.049063461E1,1.049064075E1
4.086361209E0,2.245330811E-3,-4.520599365E-2,1.035172348E1,1.035182243E1
4.096397209E0,5.792953491E-2,-1.002914429E-1,9.341474304E0,9.342192268E0
4.106434208E0,5.777984619E-2,-1.031355286E-1,8.492589569E0,8.493412332E0
4.116470208E0,4.340972900E-3,-1.202000427E-1,8.509953461E0,8.510803417E0
4.126506208E0,-2.065704346E-2,-1.414558411E-1,8.478369141E0,8.479574267E0
4.136543209E0,-4.640350342E-2,-1.431024170E-1,8.162825317E0,8.164211459E0
4.146579209E0,1.886077881E-2,-1.281335449E-1,7.419620819E0,7.420751110E0
4.156616209E0,7.679031372E-2,-1.118174744E-1,6.615043945E0,6.616434561E0
4.166652209E0,7.723937988E-2,-1.336720276E-1,6.135740662E0,6.137682592E0
4.176689208E0,2.185455322E-2,-1.336720276E-1,6.011499023E0,6.013024725E0
4.186725209E0,-1.437011719E-2,-1.437011719E-1,6.222410431E0,6.224086126E0
4.196761209E0,-4.146377563E-2,-1.444496155E-1,6.549031219E0,6.550755289E0
4.206798209E0,-1.032852173E-2,-1.673519897E-1,6.066883850E0,6.069200361E0
4.216834209E0,4.071533203E-2,-1.757345581E-1,5.267546082E0,5.270633937E0
4.226871208E0,7.888595581E-2,-2.127076721E-1,5.046605530E0,5.051702181E0
4.236907208E0,3.697311401E-2,-2.070195007E-1,5.613925781E0,5.617863185E0
4.246943208E0,-1.347198486E-3,-1.490899658E-1,5.784271545E0,5.786192785E0
4.256980209E0,-5.987548828E-3,-1.097218323E-1,6.026916962E0,6.027918612E0
4.267016209E0,8.981323242E-3,-8.936416626E-2,5.941295013E0,5.941973835E0
4.277053209E0,5.583389282E-2,-8.367599487E-2,5.788612518E0,5.789486504E0
4.287089209E0,5.074447632E-2,-5.867797852E-2,5.942193146E0,5.942699512E0
4.297125209E0,-3.143463135E-3,-2.844085693E-3,6.547085266E0,6.547086638E0
4.307162208E0,-4.011657715E-2,1.886077881E-2,7.480993195E0,7.481124531E0
4.317198209E0,-2.784210205E-2,3.697311401E-2,7.754773865E0,7.754911984E0
4.327235209E0,6.137237549E-3,2.739303589E-2,7.477700043E0,7.477752735E0
4.337271209E0,8.966354370E-2,2.933898926E-2,7.340136108E0,7.340742361E0
4.347308209E0,1.055305481E-1,4.790039063E-2,8.114924927E0,8.115752443E0
4.357344208E0,5.927673340E-2,7.050338745E-2,8.823102264E0,8.823583061E0
4.367380208E0,-1.437011719E-2,8.292755127E-2,9.679321747E0,9.679687648E0
4.377417209E0,-1.287322998E-2,5.433700562E-2,1.007360184E1,1.007375661E1
4.387453209E0,6.586303711E-3,6.421646118E-2,1.032582733E1,1.032602911E1
4.397490209E0,6.765930176E-2,9.999206543E-2,1.038315811E1,1.038386000E1
4.407526209E0,9.175918579E-2,1.010398865E-1,1.077818665E1,1.077905080E1
4.417562209E0,4.041595459E-2,8.337661743E-2,1.185878952E1,1.185915149E1
4.427599208E0,1.317260742E-2,7.379653931E-2,1.259615616E1,1.259637922E1
4.437635208E0,7.289840698E-2,2.454895020E-2,1.240799744E1,1.240823586E1
4.447672209E0,8.158035278E-2,1.347198486E-3,1.240440491E1,1.240467324E1
4.457708209E0,8.502319336E-2,-4.849914551E-2,1.311707291E1,1.311743812E1
4.467744209E0,5.882766724E-2,-6.541397095E-2,1.388527542E1,1.388555412E1
4.477781209E0,1.960922241E-2,-5.733078003E-2,1.427072388E1,1.427085251E1
4.487817208E0,1.960922241E-2,-2.918930054E-2,1.435439987E1,1.435444294E1
4.497854209E0,9.475296021E-2,-8.083190918E-3,1.395652725E1,1.395685124E1
4.507890209E0,1.619631958E-1,1.077758789E-2,1.368603973E1,1.368700230E1
4.517927209E0,1.550775146E-1,3.622467041E-2,1.382869308E1,1.382961003E1
4.527963209E0,7.469467163E-2,8.966354370E-2,1.444570999E1,1.444618136E1
4.537999209E0,1.347198486E-2,7.559280396E-2,1.501183273E1,1.501202910E1
4.548036208E0,4.146377563E-2,3.068618774E-2,1.447400116E1,1.447409308E1
4.558072208E0,1.134640503E-1,-1.152603149E-2,1.371013962E1,1.371061396E1
4.568109209E0,9.340576172E-2,-4.146377563E-2,1.371732468E1,1.371770535E1
4.578145209E0,4.939727783E-2,-5.987548828E-2,1.411085632E1,1.411106982E1
4.588181209E0,6.436614990E-2,-6.601272583E-2,1.366119141E1,1.366150253E1
4.598218209E0,5.343887329E-2,-4.191284180E-2,1.333202591E1,1.333219889E1
4.608254209E0,7.274871826E-2,-1.002914429E-2,1.266710861E1,1.266732148E1
4.618291209E0,9.056167603E-2,1.302291870E-2,1.215188004E1,1.215222446E1
4.628327209E0,5.149291992E-2,3.083587646E-2,1.189202042E1,1.189217188E1
4.638364209E0,-2.993774414E-3,2.649490356E-2,1.186732178E1,1.186735173E1
4.648400209E0,7.334747314E-3,4.790039062E-3,1.175310928E1,1.175311255E1
4.658436209E0,4.969665527E-2,1.092727661E-2,1.078866486E1,1.078878485E1
4.668473208E0,1.082249451E-1,-7.334747314E-3,9.592951355E0,9.593564621E0
4.678509208E0,1.029858398E-1,-1.631607056E-2,9.183552704E0,9.184144629E0
4.688546209E0,3.353027344E-2,-1.047821045E-3,9.532926178E0,9.532985204E0
4.698582209E0,-1.422042847E-2,5.089416504E-3,9.261690216E0,9.261702531E0
4.708618209E0,-1.661544800E-2,3.951782227E-2,8.666976929E0,8.667082947E0
4.718655209E0,1.137634277E-2,4.954696655E-2,7.956703949E0,7.956866346E0
4.728691209E0,2.290237427E-2,7.499404907E-2,7.430099030E0,7.430512783E0
4.738728208E0,2.395019531E-2,9.235794067E-2,6.990612946E0,6.991264046E0
4.748764209E0,1.766326904E-2,5.074447632E-2,6.852150879E0,6.852361539E0
4.758801209E0,-1.302291870E-2,6.331832886E-2,6.941215668E0,6.941516675E0
4.768837209E0,4.490661621E-4,3.906875610E-2,6.541546783E0,6.541663465E0
4.778873209E0,3.727249146E-2,-2.859054565E-2,5.725144501E0,5.725337214E0
4.788910208E0,5.673202515E-2,-7.858657837E-2,5.384303284E0,5.385175598E0
4.798946208E0,4.385879517E-2,-8.891510010E-2,5.698799286E0,5.699661638E0
4.808983209E0,-1.077758789E-2,-8.891510010E-2,6.084397430E0,6.085056626E0
4.819019209E0,-3.367996216E-2,-9.714797974E-2,5.908962250E0,5.909856761E0
4.829055209E0,2.993774414E-3,-1.169068909E-1,5.689518585E0,5.690720334E0
4.839092209E0,4.296066284E-2,-1.199006653E-1,5.349575500E0,5.351091461E0
4.849128209E0,5.059478760E-2,-1.248403931E-1,5.450316010E0,5.451980334E0
4.859165208E0,4.790039063E-2,-1.181044006E-1,5.738017731E0,5.739432949E0
4.869201208E0,1.751358032E-2,-9.011260986E-2,6.292464752E0,6.293134328E0
4.879238209E0,-7.484436035E-4,-1.083746338E-1,6.845863953E0,6.846721762E0
4.889274209E0,-1.586700439E-2,-1.308279419E-1,6.754404144E0,6.755689680E0
4.899310376E0,1.496887207E-2,-1.472937012E-1,6.719676361E0,6.721307157E0
4.909347375E0,3.203338623E-2,-1.567240906E-1,7.267686768E0,7.269446989E0
4.919383375E0,3.622467041E-2,-1.812730408E-1,8.011490021E0,8.013622433E0
4.929420375E0,-8.981323242E-4,-1.734892273E-1,8.305628357E0,8.307440143E0
4.939456375E0,-2.993774414E-3,-1.800755310E-1,8.746611328E0,8.748465345E0
4.949492375E0,1.451980591E-2,-1.309776306E-1,8.837622070E0,8.838604518E0
4.959529376E0,7.768844604E-2,-1.019380188E-1,9.074429626E0,9.075334699E0
4.969565376E0,7.604187012E-2,-3.442840576E-2,9.576186218E0,9.576550014E0
4.979602375E0,3.861968994E-2,1.347198486E-2,1.044333298E1,1.044341307E1
4.989638375E0,3.442840576E-3,2.769241333E-2,1.127186005E1,1.127189459E1
4.999675375E0,2.424957275E-2,5.014572144E-2,1.139280853E1,1.139294470E1
5.009711375E0,3.338058472E-2,6.855743408E-2,1.137783966E1,1.137809517E1
5.019747376E0,7.170089722E-2,5.553451538E-2,1.181852325E1,1.181887122E1
5.029784376E0,1.001417542E-1,3.891906738E-2,1.256487122E1,1.256533055E1
5.039820375E0,8.876541138E-2,1.856140137E-2,1.292696823E1,1.292728632E1
5.049857375E0,4.565505981E-2,4.610412598E-2,1.325733124E1,1.325749002E1
5.059893375E0,3.622467041E-2,4.221221924E-2,1.351404739E1,1.351416187E1
5.069930376E0,7.439529419E-2,5.089416504E-2,1.360820160E1,1.360850012E1
5.079966376E0,1.013392639E-1,1.007405090E-1,1.374486740E1,1.374561014E1
5.090002376E0,7.858657837E-2,1.338217163E-1,1.416743866E1,1.416828861E1
5.100039375E0,4.670288086E-2,1.525328064E-1,1.460033844E1,1.460120988E1
5.110075375E0,8.412506104E-2,1.490899658E-1,1.435859116E1,1.435961158E1
5.120112375E0,1.185534668E-1,1.074765015E-1,1.376477600E1,1.376570610E1
5.130148375E0,1.082249451E-1,9.804611206E-2,1.386237305E1,1.386314222E1
5.140184375E0,8.217910767E-2,9.759704590E-2,1.435604645E1,1.435661340E1
5.150221376E0,6.556365967E-2,1.082249451E-1,1.441622131E1,1.441677662E1
5.160257376E0,6.436614990E-2,9.325607300E-2,1.393452301E1,1.393498372E1
5.170294375E0,4.400848389E-2,8.038284302E-2,1.372630600E1,1.372661191E1
5.180330375E0,5.478607178E-2,1.038839722E-1,1.323562637E1,1.323614743E1
5.190367376E0,8.936416626E-2,9.160949707E-2,1.292651917E1,1.292715266E1
5.200403376E0,7.319778442E-2,7.858657837E-2,1.276051437E1,1.276096630E1
5.210439376E0,3.173400879E-2,6.152206421E-2,1.277069321E1,1.277088082E1
5.220476375E0,1.930984497E-2,1.766326904E-2,1.238823853E1,1.238826617E1
5.230512375E0,6.721023560E-2,-4.385879517E-2,1.129341522E1,1.129370038E1
5.240549375E0,6.915618896E-2,-8.427474976E-2,1.080063995E1,1.080119013E1
5.250585375E0,3.293151855E-2,-1.338217163E-1,1.089868607E1,1.089955736E1
5.260622376E0,2.245330811E-2,-1.589694214E-1,1.067026108E1,1.067146883E1
5.270658376E0,6.227050781E-2,-1.752854919E-1,9.681716766E0,9.683503610E0
5.280694376E0,5.927673340E-2,-1.405577087E-1,9.126970367E0,9.128245083E0
5.290731375E0,4.490661621E-2,-1.336720276E-1,8.612340546E0,8.613494906E0
5.300767375E0,2.454895020E-2,-1.326242065E-1,8.364905090E0,8.365992410E0
5.310804375E0,3.188369751E-2,-1.133143616E-1,8.060288544E0,8.061148065E0
5.320840375E0,1.960922241E-2,-9.235794067E-2,7.877219238E0,7.877785059E0
5.330877376E0,-6.586303711E-3,-1.088237000E-1,7.617808685E0,7.618588789E0
5.340913376E0,7.035369873E-3,-8.861572266E-2,6.880741425E0,6.881315630E0
5.350949375E0,3.023712158E-2,-8.502319336E-2,6.184688873E0,6.185347176E0
5.360986375E0,4.206253052E-2,-9.041198730E-2,6.175108795E0,6.175913877E0
5.371022375E0,1.377136230E-2,-9.834548950E-2,6.412664795E0,6.413433656E0
5.381059376E0,7.334747314E-3,-8.337661743E-2,6.079158325E0,6.079734484E0
5.391095376E0,2.724334717E-2,-7.738906860E-2,5.586682434E0,5.587284840E0
5.401132375E0,4.326004028E-2,-9.595046997E-2,5.435197449E0,5.436216444E0
5.411168375E0,2.664459229E-2,-6.376739502E-2,5.491031342E0,5.491466235E0
5.421204375E0,-4.939727783E-3,-1.841171265E-2,5.717061310E0,5.717093091E0
5.431241375E0,-1.646575928E-3,1.466949463E-2,5.874833221E0,5.874851767E0
5.441277375E0,2.409988403E-2,1.122665405E-2,5.949378204E0,5.949437609E0
5.451314376E0,1.526824951E-2,1.302291870E-2,5.884113922E0,5.884148143E0
5.461350376E0,1.422042847E-2,-1.496887207E-4,5.779780884E0,5.779798379E0
5.471387375E0,2.604583740E-2,-8.981323242E-4,6.217021637E0,6.217076260E0
5.481423375E0,4.176315308E-2,-4.191284180E-3,6.836583252E0,6.836712096E0
5.491459375E0,6.286926270E-3,7.334747314E-3,7.269782410E0,7.269788828E0
5.501496376E0,-6.735992432E-3,-1.751358032E-2,7.382797394E0,7.382821240E0
5.511532376E0,8.981323242E-4,-4.296066284E-2,7.779322815E0,7.779441489E0
5.521569375E0,3.412902832E-2,-3.083587646E-2,7.998018036E0,7.998150295E0
5.531605375E0,3.023712158E-2,-2.095642090E-3,8.602910156E0,8.602963549E0
5.541642375E0,2.155517578E-2,-3.143463135E-3,9.167685699E0,9.167711579E0
5.551678375E0,2.993774414E-2,2.993774414E-3,9.695188751E0,9.695235436E0
5.561714375E0,5.703140259E-2,4.041595459E-3,9.899813232E0,9.899978331E0
5.571751376E0,6.376739502E-2,7.933502197E-3,9.912087708E0,9.912295998E0
5.581787376E0,4.281097412E-2,-9.430389404E-3,1.059047699E1,1.059056772E1
5.591824375E0,3.592529297E-2,-1.152603149E-2,1.153291718E1,1.153297889E1
5.601860375E0,5.044509888E-2,-3.068618774E-2,1.200443665E1,1.200458186E1
5.611897375E0,6.376739502E-2,-5.059478760E-2,1.200443665E1,1.200471263E1
5.621933375E0,3.906875610E-2,-5.164260864E-2,1.242311600E1,1.242328477E1
5.631969376E0,6.197113037E-2,-2.320175171E-2,1.273671387E1,1.273688576E1
5.642006376E0,8.427474976E-2,-3.517684937E-2,1.311093567E1,1.311125371E1
5.652042375E0,8.367599487E-2,-9.879455566E-3,1.353440506E1,1.353466733E1
5.662079375E0,5.867797852E-2,2.574645996E-2,1.400861893E1,1.400876548E1
5.672115375E0,6.631210327E-2,2.350112915E-2,1.412492706E1,1.412510227E1
5.682152376E0,8.217910767E-2,1.152603149E-2,1.384006943E1,1.384031820E1
5.692188376E0,8.502319336E-2,-4.490661621E-4,1.387943756E1,1.387969799E1
5.702224376E0,5.718109131E-2,2.095642090E-2,1.445424225E1,1.445437054E1
5.712261375E0,8.173004150E-2,2.395019531E-3,1.457084976E1,1.457107917E1
5.722297375E0,1.360670471E-1,-1.871109009E-2,1.400367920E1,1.400435273E1
5.732334375E0,1.038839722E-1,-1.556762695E-2,1.378663055E1,1.378703073E1
5.742370375E0,5.538482666E-2,-1.721420288E-2,1.403167099E1,1.403179085E1
5.752407376E0,5.643264771E-2,2.365081787E-2,1.390233994E1,1.390247459E1
5.762443376E0,6.017486572E-2,6.077362061E-2,1.380668884E1,1.380695373E1
5.772479376E0,5.059478760E-2,7.424560547E-2,1.360251343E1,1.360281014E1
5.782516375E0,3.083587646E-2,9.310638428E-2,1.327514420E1,1.327550651E1
5.792552375E0,5.433700562E-2,9.265731812E-2,1.257250534E1,1.257296419E1
5.802589376E0,5.852828979E-2,9.595046997E-2,1.195159653E1,1.195212498E1
5.812625376E0,2.649490356E-2,1.026864624E-1,1.206461151E1,1.206507760E1
5.822662375E0,2.559677124E-2,9.355545044E-2,1.194336365E1,1.194375749E1
5.832698375E0,5.194198608E-2,8.876541138E-2,1.112516510E1,1.112564047E1
5.842734375E0,7.409591675E-2,6.212081909E-2,1.022329056E1,1.022374780E1
5.852771375E0,3.562591553E-2,5.972579956E-2,1.011326935E1,1.011350846E1
5.862807375E0,5.239105225E-3,4.819976807E-2,9.759704590E0,9.759825016E0
5.872844376E0,2.619552612E-2,3.008743286E-2,9.369915161E0,9.370000085E0
5.882880376E0,6.735992432E-2,2.604583740E-2,8.764274597E0,8.764572149E0
5.892917375E0,5.029541016E-2,2.200424194E-2,8.361911316E0,8.362091525E0
5.902952834E0,2.709365845E-2,3.293151855E-3,7.878865814E0,7.878913087E0
5.912989833E0,1.796264648E-3,-4.580474854E-2,7.282805328E0,7.282949592E0
5.923025833E0,1.257385254E-2,-7.454498291E-2,7.197333069E0,7.197730084E0
5.933061833E0,2.095642090E-3,-7.589218140E-2,7.305558014E0,7.305952498E0
5.943098834E0,6.286926270E-3,-9.041198730E-2,6.888076172E0,6.888672383E0
5.953134834E0,3.173400879E-2,-1.416055298E-1,6.117778015E0,6.119498919E0
5.963171834E0,5.224136353E-2,-1.606159973E-1,5.796396332E0,5.798856533E0
5.973207833E0,1.781295776E-2,-1.558259583E-1,5.879473572E0,5.881565141E0
5.983244834E0,-1.691482544E-2,-1.604663086E-1,6.028264160E0,6.030423230E0
5.993280834E0,-1.047821045E-3,-1.363664246E-1,5.956114197E0,5.957675153E0
6.003316834E0,4.685256958E-2,-1.383123779E-1,5.684878235E0,5.686753557E0
6.013353834E0,5.089416504E-2,-1.419049072E-1,5.534740448E0,5.536793210E0
6.023389834E0,2.649490356E-2,-1.306782532E-1,5.482798462E0,5.484419546E0
6.033426833E0,-5.388793945E-3,-1.191522217E-1,5.739813995E0,5.741053126E0
6.043462833E0,6.586303711E-3,-1.163081360E-1,6.308032379E0,6.309107976E0
6.053499834E0,1.107696533E-2,-1.221459961E-1,6.546187134E0,6.547335972E0
6.063535834E0,2.634521484E-2,-1.465452576E-1,6.412215729E0,6.413944195E0
6.073572834E0,3.847000122E-2,-1.234931946E-1,6.483317871E0,6.484608017E0
6.083608834E0,3.847000122E-2,-1.303788757E-1,6.974895630E0,6.976220154E0
6.093644834E0,2.215393066E-2,-1.137634277E-1,7.460485840E0,7.461386056E0
6.103681833E0,-3.128494263E-2,-7.544311523E-2,8.266709290E0,8.267112730E0
6.113717834E0,-2.380050659E-2,-5.807922363E-2,8.610244904E0,8.610473678E0
6.123754834E0,3.113525391E-2,-6.511459351E-2,8.691076813E0,8.691376501E0
6.133790834E0,6.182144165E-2,-3.906875610E-2,8.718619537E0,8.718926247E0
6.143827834E0,3.113525391E-2,2.095642090E-3,9.194629669E0,9.194682624E0
6.153863833E0,-1.496887207E-4,1.257385254E-2,1.023107437E1,1.023108210E1
6.163900834E0,2.469863892E-2,1.841171265E-2,1.079420334E1,1.079424730E1
6.173936834E0,5.628295898E-2,3.308120728E-2,1.080243622E1,1.080263349E1
